location,year,total_cases,total_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Serbia,2022,72538252.0,590590.0,338119739.0,133648570.0,130339466.0,74127700.0
Seychelles,2022,377433.0,1354.0,1701363.0,682819.0,649365.0,335613.0
Seychelles,2023,50665.0,172.0,220018.0,85825.0,81732.0,44936.0
Sierra Leone,2022,123476.0,2000.0,62332485.0,45612848.0,33896998.0,840578.0
Sierra Leone,2023,38800.0,625.0,33665015.0,23257966.0,18992979.0,2410354.0
Singapore,2021,21377094.0,49983.0,1132466397.0,520365855.0,497658589.0,109226287.0
Singapore,2022,376374588.0,393189.0,4210378460.0,1519562968.0,1488160268.0,1186662991.0
Sint Maarten (Dutch part),2022,32651.0,263.0,195934.0,89364.0,79459.0,27111.0
Sint Maarten (Dutch part),2023,11016.0,90.0,67068.0,29788.0,26749.0,9131.0
Slovakia,2021,15571171.0,452801.0,118610364.0,66333273.0,53071071.0,198924.0
Slovakia,2022,48213955.0,595235.0,176363096.0,80274527.0,79465612.0,19812883.0
Slovenia,2021,58343291.0,929343.0,377867106.0,198902215.0,181945987.0,18146882.0
Slovenia,2022,153668953.0,1252884.0,511270617.0,218532153.0,210428244.0,107854546.0
Solomon Islands,2022,363448.0,2821.0,9159377.0,5520317.0,3448818.0,190242.0
South Africa,2022,1153854613.0,29794701.0,10574207783.0,6404923250.0,5528524414.0,896135773.0
South Africa,2023,4061578.0,102595.0,38578896.0,23970891.0,21038797.0,4112169.0
South Korea,2021,75450716.0,749754.0,11678545211.0,6679359458.0,4804884043.0,354552348.0
South Korea,2022,5737594007.0,7356332.0,42818077608.0,15419551780.0,15247531861.0,12457688212.0
Spain,2021,256843385.0,4466748.0,3731148020.0,1909954029.0,1870419126.0,172443645.0
Spain,2022,914093071.0,8464117.0,7550377914.0,3320651246.0,3200020029.0,1871194270.0
Spain,2023,109788547.0,949144.0,840406472.0,330712871.0,325810441.0,211766105.0
Sri Lanka,2021,12760987.0,325172.0,711188747.0,351358935.0,303876757.0,55953055.0
Sri Lanka,2022,63460230.0,1595988.0,3740520350.0,1674834660.0,1417709013.0,647976677.0
Sudan,2022,251523.0,19821.0,40387925.0,32064410.0,23430946.0,1489310.0
Sudan,2023,191352.0,15032.0,53737261.0,36970308.0,30794392.0,7741158.0
Suriname,2022,1015473.0,17072.0,6534709.0,3465894.0,3068815.0,598277.0
Sweden,2022,49596381.0,393966.0,465328661.0,147568936.0,144100313.0,164485546.0
Sweden,2023,24250185.0,210956.0,230730463.0,69969803.0,68330089.0,88036881.0
Switzerland,2021,268905958.0,3747034.0,2366933805.0,1257726907.0,1084759053.0,49626608.0
Switzerland,2022,1276345651.0,4709414.0,5631914089.0,2158617885.0,2126028675.0,1389507967.0
Switzerland,2023,271971912.0,863579.0,1048583500.0,377944531.0,372753357.0,301728130.0
Syria,2022,902591.0,50476.0,68940344.0,44719544.0,29956205.0,595475.0
Syria,2023,57423.0,3163.0,4971203.0,3209797.0,2257085.0,75881.0
Tajikistan,2022,195646.0,1375.0,143127823.0,57102485.0,54373934.0,28376714.0
Tanzania,2022,38205.0,841.0,19927742.0,16315065.0,14775183.0,7171363.0
Thailand,2021,226437252.0,2233022.0,8743551778.0,4919851980.0,3506699053.0,317000745.0
Thailand,2022,1061357153.0,7606545.0,36008630139.0,15138930602.0,14013409568.0,6856289969.0
Timor,2022,785434.0,4579.0,58346756.0,28236910.0,24252496.0,5857350.0
Timor,2023,70242.0,414.0,6026232.0,2647841.0,2392297.0,986094.0
Togo,2022,390860.0,2871.0,33376289.0,22013368.0,14451109.0,2514208.0
Togo,2023,78695.0,580.0,6796749.0,4486911.0,3010084.0,855608.0
Tonga,2022,127792.0,113.0,1939702.0,840650.0,747155.0,351897.0
Tonga,2023,16807.0,12.0,202720.0,87265.0,77008.0,38447.0
Trinidad and Tobago,2021,3617244.0,108837.0,64957247.0,33837183.0,31686945.0,1578266.0
Trinidad and Tobago,2022,29800785.0,772622.0,315734875.0,152687895.0,144784420.0,29750378.0
Tunisia,2021,43050384.0,1522332.0,630127689.0,366244412.0,306501168.0,25838209.0
Tunisia,2022,75908868.0,2194755.0,1038479490.0,576096791.0,506352963.0,87357856.0
Tunisia,2023,10346440.0,263758.0,119189324.0,64959050.0,57588336.0,11297517.0
Turkey,2021,1329624396.0,11758662.0,18481297087.0,9231858850.0,7371581015.0,1877857222.0
Turkey,2022,4203917277.0,27337824.0,41656951435.0,16289230370.0,14925895421.0,10441825644.0
Turks and Caicos Islands,2022,6338.0,36.0,72837.0,32338.0,30288.0,7272.0
Turks and Caicos Islands,2023,6479.0,36.0,73907.0,32815.0,30710.0,7443.0
Uganda,2022,2840367.0,61503.0,390966557.0,290269503.0,194706088.0,4174497.0
Uganda,2023,170305.0,3630.0,26299538.0,19488104.0,13023635.0,542628.0
Ukraine,2021,58082425.0,1506998.0,445115612.0,232429831.0,212972726.0,43935.0
Ukraine,2022,199954042.0,4908583.0,1477375896.0,747734212.0,714351910.0,16282911.0
United Arab Emirates,2021,55545365.0,159075.0,1529292453.0,707039839.0,629459549.0,192793065.0
United Arab Emirates,2022,3620882.0,9218.0,98840297.0,39762582.0,38820974.0,20256741.0
United Kingdom,2021,927427157.0,13386378.0,10339630252.0,4691897552.0,4287234819.0,1360497881.0
United Kingdom,2022,5154000065.0,42548500.0,35662191093.0,13064531279.0,12200555868.0,9586104505.0
United States,2021,12287237314.0,210070914.0,107279767001.0,57620929669.0,48249359602.0,3670480182.0
United States,2022,19748958737.0,236733683.0,141361947210.0,62668553483.0,53787383262.0,27279579269.0
Uruguay,2021,93876549.0,1415231.0,1311936897.0,627841382.0,534527554.0,149620013.0
Uruguay,2022,305638412.0,2463363.0,2843253052.0,1016539713.0,973375215.0,853338124.0
Uruguay,2023,54635623.0,403009.0,466709376.0,159303488.0,153595770.0,153810118.0
Uzbekistan,2022,4085756.0,27829.0,928994898.0,334208628.0,261514947.0,137155016.0
Uzbekistan,2023,750898.0,4911.0,222028909.0,64760592.0,53837948.0,45443822.0
Vanuatu,2022,84941.0,103.0,2465134.0,1242876.0,1113921.0,108270.0
Vanuatu,2023,12014.0,14.0,366638.0,176624.0,162250.0,27697.0
Venezuela,2022,1484312.0,16554.0,110175925.0,64731608.0,42095178.0,1264466.0
Vietnam,2022,625391486.0,2959933.0,14891689360.0,5713860954.0,5512427966.0,3447084996.0
Vietnam,2023,69158342.0,259116.0,1596097647.0,542770788.0,515408643.0,345926685.0
Wallis and Futuna,2022,3415.0,7.0,17959.0,7136.0,6794.0,3742.0
Wallis and Futuna,2023,3427.0,7.0,18058.0,7150.0,6803.0,3766.0
Yemen,2022,118975.0,21544.0,10116325.0,8153998.0,5646417.0,258793.0
Yemen,2023,35835.0,6477.0,3754574.0,3039611.0,2304664.0,181894.0
Zimbabwe,2021,829076.0,19736.0,28952445.0,16449342.0,12485276.0,17827.0
Zimbabwe,2022,56876724.0,1264946.0,2315139132.0,1269194653.0,919221787.0,126722692.0
